src_ip,dst_ip,src_port,dst_port,protocol,service,payload_length,duration,is_malicious,attack_type,timestamp
10.0.0.20,10.0.0.15,51331,3389,tcp,rdp,840,0.405,0,,2025-04-23T17:58:08.600020
10.0.0.19,10.0.0.8,59886,53,udp,dns,573,0.191,0,,2025-04-23T17:49:16.622914
10.0.0.20,10.0.0.13,52034,1433,tcp,db,724,0.755,0,,2025-04-23T18:25:27.089409
10.0.0.10,10.0.0.5,52073,23,tcp,telnet,1378,0.275,0,,2025-04-23T17:57:00.364216
10.0.0.17,10.0.0.19,51232,587,tcp,smtp,1396,0.372,0,,2025-04-23T18:04:52.632306
10.0.0.5,10.0.0.4,58996,143,tcp,imap,120,0.668,1,,2025-04-23T17:39:45.929369
10.0.0.3,10.0.0.15,63140,3389,tcp,rdp,258,0.185,1,,2025-04-23T18:26:09.271450
10.0.0.13,10.0.0.11,65126,445,tcp,smb,249,0.775,0,,2025-04-23T17:38:06.951494
10.0.0.9,10.0.0.17,55647,123,udp,ntp,482,0.039,0,,2025-04-23T17:37:04.218936
10.0.0.7,10.0.0.15,60698,20,tcp,ftp,788,0.562,1,,2025-04-23T17:36:45.637502
10.0.0.18,10.0.0.1,59949,123,udp,ntp,616,0.507,0,,2025-04-23T17:46:56.299295
10.0.0.14,10.0.0.15,50727,445,tcp,smb,1069,0.091,1,,2025-04-23T17:55:02.092350
10.0.0.19,10.0.0.6,65362,3389,tcp,rdp,914,0.746,0,,2025-04-23T17:41:06.298505
10.0.0.3,10.0.0.8,54094,53,udp,dns,553,0.14,1,,2025-04-23T18:15:58.462861
10.0.0.9,10.0.0.9,50574,3389,tcp,rdp,413,0.824,0,,2025-04-23T17:38:19.342089
10.0.0.13,10.0.0.17,54897,5432,tcp,db,274,0.592,0,,2025-04-23T18:13:53.415796
10.0.0.18,10.0.0.8,52033,53,udp,dns,237,0.726,0,,2025-04-23T17:57:24.608247
10.0.0.15,10.0.0.1,65479,23,tcp,telnet,1223,0.942,0,,2025-04-23T18:23:44.702133
10.0.0.6,10.0.0.6,55668,23,tcp,telnet,672,0.714,0,,2025-04-23T17:38:26.876552
10.0.0.12,10.0.0.5,64427,1433,tcp,db,1430,0.209,1,,2025-04-23T18:27:24.269924
10.0.0.5,10.0.0.6,61266,23,tcp,telnet,1411,0.548,0,,2025-04-23T17:37:40.397158
10.0.0.20,10.0.0.6,50747,110,tcp,pop3,220,0.832,0,,2025-04-23T17:31:26.699612
10.0.0.13,10.0.0.7,52583,143,tcp,imap,1384,0.307,0,,2025-04-23T17:40:06.492085
10.0.0.3,10.0.0.4,51350,23,tcp,telnet,814,0.819,0,,2025-04-23T17:51:55.443169
10.0.0.5,10.0.0.12,64314,1433,tcp,db,881,0.224,0,,2025-04-23T17:33:29.489057
10.0.0.13,10.0.0.17,54536,25,tcp,smtp,636,0.816,0,,2025-04-23T18:11:54.861505
10.0.0.10,10.0.0.20,50332,3389,tcp,rdp,1146,0.516,1,,2025-04-23T17:36:42.652513
10.0.0.14,10.0.0.6,59100,8080,tcp,web,231,0.998,0,,2025-04-23T18:15:20.042832
10.0.0.10,10.0.0.14,58632,20,tcp,ftp,996,0.504,0,,2025-04-23T18:25:41.911534
10.0.0.19,10.0.0.12,61919,23,tcp,telnet,232,0.542,1,,2025-04-23T18:14:55.258584
10.0.0.3,10.0.0.4,51287,443,tcp,web,954,0.303,0,,2025-04-23T18:11:19.304945
10.0.0.16,10.0.0.2,51012,53,udp,dns,172,0.524,0,,2025-04-23T18:22:20.857601
10.0.0.14,10.0.0.14,54274,3389,tcp,rdp,732,0.67,0,,2025-04-23T17:39:23.392522
10.0.0.18,10.0.0.14,62112,5432,tcp,db,423,0.758,1,,2025-04-23T17:40:32.671793
10.0.0.16,10.0.0.4,56494,3389,tcp,rdp,1348,0.03,0,,2025-04-23T17:32:38.114891
10.0.0.10,10.0.0.7,55620,8080,tcp,web,301,0.146,0,,2025-04-23T18:07:50.652838
10.0.0.5,10.0.0.11,53096,587,tcp,smtp,480,0.751,0,,2025-04-23T17:42:01.185340
10.0.0.9,10.0.0.14,51904,1433,tcp,db,250,0.599,0,,2025-04-23T17:31:47.442933
10.0.0.2,10.0.0.3,52634,21,tcp,ftp,1151,0.086,0,,2025-04-23T17:44:31.870856
10.0.0.4,10.0.0.13,49754,53,udp,dns,825,0.428,0,,2025-04-23T17:38:02.621178
10.0.0.8,10.0.0.11,49786,25,tcp,smtp,677,0.705,0,,2025-04-23T18:16:48.137238
10.0.0.10,10.0.0.13,53231,23,tcp,telnet,843,0.782,1,,2025-04-23T18:24:35.225027
10.0.0.18,10.0.0.5,56294,443,tcp,web,1466,0.877,0,,2025-04-23T18:05:19.874703
10.0.0.4,10.0.0.13,57561,21,tcp,ftp,1160,0.729,1,,2025-04-23T17:48:07.287578
10.0.0.20,10.0.0.16,57659,3389,tcp,rdp,1156,0.315,0,,2025-04-23T17:43:21.570499
10.0.0.7,10.0.0.20,56866,995,tcp,pop3,322,0.364,0,,2025-04-23T18:00:24.818772
10.0.0.11,10.0.0.18,63503,445,tcp,smb,1439,0.262,0,,2025-04-23T18:23:53.428766
10.0.0.9,10.0.0.11,64144,21,tcp,ftp,688,0.58,0,,2025-04-23T18:27:25.614796
10.0.0.15,10.0.0.17,55633,110,tcp,pop3,1208,0.845,0,,2025-04-23T17:52:28.705889
10.0.0.19,10.0.0.15,49347,445,tcp,smb,1386,0.888,0,,2025-04-23T18:22:02.745866
10.0.0.6,10.0.0.13,53058,123,udp,ntp,960,0.421,0,,2025-04-23T18:17:48.976362
10.0.0.9,10.0.0.16,57518,23,tcp,telnet,71,0.096,0,,2025-04-23T18:15:49.106368
10.0.0.15,10.0.0.13,51005,587,tcp,smtp,776,0.308,0,,2025-04-23T18:02:20.208795
10.0.0.6,10.0.0.14,62976,123,udp,ntp,825,0.667,1,,2025-04-23T17:53:07.975749
10.0.0.8,10.0.0.16,52414,8443,tcp,web,292,0.044,0,,2025-04-23T17:31:49.343189
10.0.0.11,10.0.0.4,62637,3389,tcp,rdp,1216,0.456,0,,2025-04-23T18:28:30.380775
10.0.0.10,10.0.0.3,51876,23,tcp,telnet,217,0.553,0,,2025-04-23T17:42:25.531498
10.0.0.15,10.0.0.3,52909,8080,tcp,web,165,0.601,0,,2025-04-23T18:11:29.328768
10.0.0.11,10.0.0.4,61301,80,tcp,web,1459,0.354,0,,2025-04-23T18:22:18.005079
10.0.0.3,10.0.0.16,65100,3306,tcp,db,510,0.384,0,,2025-04-23T18:22:28.402351
10.0.0.3,10.0.0.9,57249,21,tcp,ftp,938,0.494,1,,2025-04-23T17:40:10.080092
10.0.0.6,10.0.0.9,54145,123,udp,ntp,645,0.775,0,,2025-04-23T18:19:44.306661
10.0.0.2,10.0.0.17,52257,20,tcp,ftp,1265,0.237,0,,2025-04-23T18:02:11.005827
10.0.0.6,10.0.0.2,60961,23,tcp,telnet,892,0.227,0,,2025-04-23T18:12:09.763983
10.0.0.1,10.0.0.3,61577,443,tcp,web,683,0.777,0,,2025-04-23T17:56:22.824083
10.0.0.18,10.0.0.9,63529,3389,tcp,rdp,242,0.021,0,,2025-04-23T17:59:21.975849
10.0.0.1,10.0.0.5,63720,123,udp,ntp,1471,0.22,0,,2025-04-23T17:44:54.546208
10.0.0.16,10.0.0.5,60187,587,tcp,smtp,1214,0.754,0,,2025-04-23T18:03:32.861418
10.0.0.9,10.0.0.5,62044,53,udp,dns,1052,0.207,0,,2025-04-23T17:33:08.361393
10.0.0.8,10.0.0.19,58246,3389,tcp,rdp,513,0.541,0,,2025-04-23T17:46:09.780847
10.0.0.11,10.0.0.4,49728,3389,tcp,rdp,956,0.328,0,,2025-04-23T17:53:57.143813
10.0.0.8,10.0.0.2,59265,443,tcp,web,1205,0.049,0,,2025-04-23T17:32:36.336715
10.0.0.10,10.0.0.12,62185,25,tcp,smtp,866,0.286,0,,2025-04-23T18:04:26.328514
10.0.0.10,10.0.0.4,56882,5432,tcp,db,1071,0.627,0,,2025-04-23T18:07:07.750109
10.0.0.4,10.0.0.3,59763,445,tcp,smb,894,0.628,0,,2025-04-23T18:29:51.383461
10.0.0.7,10.0.0.1,61902,123,udp,ntp,295,0.838,0,,2025-04-23T18:26:53.432866
10.0.0.19,10.0.0.20,61150,1433,tcp,db,555,0.181,0,,2025-04-23T17:36:26.543162
10.0.0.11,10.0.0.20,57004,3306,tcp,db,817,0.637,0,,2025-04-23T17:57:39.312268
10.0.0.5,10.0.0.7,61231,53,udp,dns,1473,0.365,0,,2025-04-23T17:53:18.303521
10.0.0.5,10.0.0.5,56812,3389,tcp,rdp,1368,0.96,0,,2025-04-23T18:21:18.174945
10.0.0.6,10.0.0.14,62550,110,tcp,pop3,1224,0.727,1,,2025-04-23T18:02:04.753389
10.0.0.12,10.0.0.7,64670,8080,tcp,web,216,0.407,0,,2025-04-23T17:49:28.107725
10.0.0.20,10.0.0.6,62584,123,udp,ntp,92,0.217,1,,2025-04-23T18:16:27.972605
10.0.0.17,10.0.0.9,54463,5432,tcp,db,610,0.209,1,,2025-04-23T17:34:39.980578
10.0.0.17,10.0.0.8,52117,3389,tcp,rdp,230,0.28,1,,2025-04-23T17:36:05.026632
10.0.0.6,10.0.0.6,65297,53,udp,dns,574,0.56,0,,2025-04-23T17:50:12.099702
10.0.0.2,10.0.0.7,61107,443,tcp,web,1443,0.136,0,,2025-04-23T18:04:46.842181
10.0.0.17,10.0.0.3,57078,587,tcp,smtp,1351,0.417,1,,2025-04-23T17:54:24.735578
10.0.0.5,10.0.0.1,55164,53,udp,dns,633,0.712,0,,2025-04-23T18:03:44.713840
10.0.0.16,10.0.0.6,50498,20,tcp,ftp,288,0.089,0,,2025-04-23T18:24:27.089812
10.0.0.11,10.0.0.14,56229,587,tcp,smtp,463,0.356,1,,2025-04-23T18:06:48.827134
10.0.0.10,10.0.0.3,56389,25,tcp,smtp,91,0.375,0,,2025-04-23T17:44:35.036517
10.0.0.4,10.0.0.2,53522,53,udp,dns,477,0.957,0,,2025-04-23T17:42:59.455348
10.0.0.12,10.0.0.5,64525,22,tcp,ssh,631,0.363,1,,2025-04-23T17:42:41.338471
10.0.0.11,10.0.0.10,56953,53,udp,dns,1480,0.924,0,,2025-04-23T17:57:35.534254
10.0.0.1,10.0.0.10,51029,445,tcp,smb,852,0.115,0,,2025-04-23T18:03:21.080033
10.0.0.8,10.0.0.12,56942,25,tcp,smtp,665,0.066,0,,2025-04-23T17:34:41.013369
10.0.0.13,10.0.0.15,57898,21,tcp,ftp,800,0.755,1,,2025-04-23T17:55:11.367688
10.0.0.1,10.0.0.12,58780,22,tcp,ssh,1242,0.988,1,,2025-04-23T17:54:40.888129
10.0.0.19,10.0.0.5,53445,23,tcp,telnet,700,0.422,0,,2025-04-23T18:10:29.367587
10.0.0.10,10.0.0.17,55392,5432,tcp,db,1370,0.915,1,,2025-04-23T18:12:48.323729
10.0.0.5,10.0.0.2,63168,20,tcp,ftp,107,0.478,0,,2025-04-23T18:25:46.088318
10.0.0.3,10.0.0.3,60861,53,udp,dns,1043,0.578,0,,2025-04-23T17:53:25.712496
10.0.0.1,10.0.0.14,52588,1433,tcp,db,546,0.608,1,,2025-04-23T17:52:29.838431
10.0.0.7,10.0.0.9,50092,25,tcp,smtp,516,0.82,0,,2025-04-23T17:53:39.218951
10.0.0.8,10.0.0.8,49173,445,tcp,smb,847,0.835,0,,2025-04-23T18:16:13.888321
10.0.0.10,10.0.0.14,56637,8080,tcp,web,837,0.951,0,,2025-04-23T18:07:47.806494
10.0.0.17,10.0.0.1,61474,3389,tcp,rdp,129,0.18,0,,2025-04-23T18:15:36.654065
10.0.0.9,10.0.0.9,49783,123,udp,ntp,367,0.55,1,,2025-04-23T18:30:03.408799
10.0.0.11,10.0.0.16,58233,3306,tcp,db,1006,0.226,0,,2025-04-23T18:05:51.435788
10.0.0.10,10.0.0.12,58433,23,tcp,telnet,979,0.492,1,,2025-04-23T18:25:49.208962
10.0.0.20,10.0.0.8,57538,445,tcp,smb,1329,0.364,0,,2025-04-23T17:56:12.648368
10.0.0.4,10.0.0.15,54410,123,udp,ntp,854,0.896,0,,2025-04-23T17:43:56.494243
10.0.0.18,10.0.0.10,54449,22,tcp,ssh,1479,0.466,0,,2025-04-23T18:13:01.711827
10.0.0.10,10.0.0.4,50706,23,tcp,telnet,118,0.768,0,,2025-04-23T17:38:08.639609
10.0.0.6,10.0.0.1,50877,445,tcp,smb,1353,0.828,0,,2025-04-23T18:20:17.004661
10.0.0.7,10.0.0.11,52267,123,udp,ntp,1451,0.876,1,,2025-04-23T18:01:14.417122
10.0.0.20,10.0.0.1,51131,143,tcp,imap,967,0.143,0,,2025-04-23T18:12:36.246434
10.0.0.14,10.0.0.18,62765,587,tcp,smtp,718,0.772,1,,2025-04-23T17:50:29.160154
10.0.0.5,10.0.0.5,62438,445,tcp,smb,439,0.723,0,,2025-04-23T17:33:42.707497
10.0.0.8,10.0.0.3,55565,123,udp,ntp,968,0.542,0,,2025-04-23T18:16:44.582718
10.0.0.13,10.0.0.8,49650,23,tcp,telnet,498,0.198,1,,2025-04-23T18:12:50.067495
10.0.0.13,10.0.0.10,55205,23,tcp,telnet,280,0.224,0,,2025-04-23T18:12:06.695612
10.0.0.20,10.0.0.2,53056,3389,tcp,rdp,1449,0.883,0,,2025-04-23T18:12:21.389391
10.0.0.13,10.0.0.5,54913,143,tcp,imap,957,0.785,1,,2025-04-23T18:05:17.540245
10.0.0.12,10.0.0.11,59246,993,tcp,imap,954,0.74,0,,2025-04-23T17:38:39.146776
10.0.0.16,10.0.0.4,62294,993,tcp,imap,565,0.891,0,,2025-04-23T17:59:44.062900
10.0.0.1,10.0.0.8,55623,123,udp,ntp,632,0.584,1,,2025-04-23T18:20:06.066001
10.0.0.15,10.0.0.15,57626,993,tcp,imap,90,0.494,0,,2025-04-23T18:07:03.994323
10.0.0.2,10.0.0.4,53996,445,tcp,smb,690,0.874,0,,2025-04-23T18:30:25.953700
10.0.0.14,10.0.0.18,64177,22,tcp,ssh,1355,0.346,0,,2025-04-23T17:35:19.734624
10.0.0.18,10.0.0.2,49395,8443,tcp,web,1000,0.349,1,,2025-04-23T17:57:40.837833
10.0.0.20,10.0.0.20,56168,20,tcp,ftp,498,0.952,0,,2025-04-23T17:55:49.617222
10.0.0.20,10.0.0.17,58197,25,tcp,smtp,631,0.096,1,,2025-04-23T18:00:54.754740
10.0.0.4,10.0.0.11,56944,587,tcp,smtp,152,0.782,1,,2025-04-23T17:34:34.328149
10.0.0.5,10.0.0.13,49486,445,tcp,smb,1469,0.481,1,,2025-04-23T17:34:00.146693
10.0.0.6,10.0.0.5,53786,3389,tcp,rdp,1214,0.109,0,,2025-04-23T18:06:06.947249
10.0.0.10,10.0.0.3,60334,22,tcp,ssh,1012,0.791,1,,2025-04-23T18:26:21.940177
10.0.0.14,10.0.0.12,55040,22,tcp,ssh,548,0.889,0,,2025-04-23T17:36:39.966790
10.0.0.6,10.0.0.19,50606,995,tcp,pop3,214,0.079,0,,2025-04-23T17:38:09.433881
10.0.0.20,10.0.0.15,55378,445,tcp,smb,173,0.366,1,,2025-04-23T18:23:20.460647
10.0.0.13,10.0.0.10,55597,1433,tcp,db,181,0.284,0,,2025-04-23T18:04:39.028658
10.0.0.13,10.0.0.16,64477,21,tcp,ftp,698,0.922,0,,2025-04-23T18:06:45.772893
10.0.0.20,10.0.0.9,61381,23,tcp,telnet,613,0.906,0,,2025-04-23T18:23:26.919268
10.0.0.3,10.0.0.1,56451,143,tcp,imap,377,0.231,0,,2025-04-23T18:03:06.966895
10.0.0.2,10.0.0.10,53466,3389,tcp,rdp,598,0.869,1,,2025-04-23T18:12:21.072092
10.0.0.17,10.0.0.16,50087,22,tcp,ssh,522,0.239,1,,2025-04-23T18:29:13.730439
10.0.0.15,10.0.0.3,57741,123,udp,ntp,101,0.059,0,,2025-04-23T17:59:23.273455
10.0.0.19,10.0.0.5,54960,22,tcp,ssh,1027,0.276,1,,2025-04-23T18:11:08.927856
10.0.0.12,10.0.0.6,63267,21,tcp,ftp,661,0.676,0,,2025-04-23T18:03:40.396844
10.0.0.1,10.0.0.12,64648,123,udp,ntp,568,0.273,0,,2025-04-23T17:39:50.595279
10.0.0.13,10.0.0.6,62921,995,tcp,pop3,1140,0.791,1,,2025-04-23T18:02:41.414023
10.0.0.13,10.0.0.6,57088,143,tcp,imap,357,0.861,0,,2025-04-23T18:14:57.947612
10.0.0.13,10.0.0.7,60400,25,tcp,smtp,754,0.357,0,,2025-04-23T18:10:56.042537
10.0.0.16,10.0.0.19,61490,8080,tcp,web,549,0.958,0,,2025-04-23T17:45:50.377769
10.0.0.14,10.0.0.16,51844,53,udp,dns,454,0.487,0,,2025-04-23T18:11:39.597273
10.0.0.2,10.0.0.2,59569,123,udp,ntp,534,0.041,0,,2025-04-23T18:16:04.402846
10.0.0.14,10.0.0.14,58919,3389,tcp,rdp,1444,0.057,0,,2025-04-23T17:59:15.024190
10.0.0.5,10.0.0.18,55641,443,tcp,web,393,0.973,0,,2025-04-23T18:25:54.240958
10.0.0.8,10.0.0.9,63210,8443,tcp,web,1339,0.709,0,,2025-04-23T17:46:33.148349
10.0.0.17,10.0.0.5,62835,21,tcp,ftp,1243,0.404,1,,2025-04-23T17:36:34.800212
10.0.0.9,10.0.0.1,56222,23,tcp,telnet,1142,0.313,0,,2025-04-23T17:40:08.559300
10.0.0.12,10.0.0.17,50205,25,tcp,smtp,542,0.553,0,,2025-04-23T17:51:19.119970
10.0.0.16,10.0.0.2,55784,123,udp,ntp,323,0.467,0,,2025-04-23T18:27:59.194792
10.0.0.14,10.0.0.9,54982,587,tcp,smtp,299,0.382,0,,2025-04-23T17:56:43.015290
10.0.0.19,10.0.0.12,56073,587,tcp,smtp,179,0.707,0,,2025-04-23T18:16:52.063907
10.0.0.11,10.0.0.5,55157,23,tcp,telnet,174,0.788,1,,2025-04-23T18:19:33.957809
10.0.0.7,10.0.0.1,53070,5432,tcp,db,1037,0.267,0,,2025-04-23T18:05:48.036436
10.0.0.9,10.0.0.2,59671,143,tcp,imap,338,0.143,1,,2025-04-23T18:26:47.249577
10.0.0.13,10.0.0.7,54842,23,tcp,telnet,1056,0.748,0,,2025-04-23T17:51:31.740555
10.0.0.10,10.0.0.13,65458,23,tcp,telnet,1013,0.156,0,,2025-04-23T17:35:18.349948
10.0.0.16,10.0.0.3,58712,3389,tcp,rdp,100,0.523,0,,2025-04-23T17:33:29.832810
10.0.0.15,10.0.0.12,51547,3389,tcp,rdp,161,0.747,0,,2025-04-23T18:17:17.177705
10.0.0.18,10.0.0.12,56509,995,tcp,pop3,187,0.536,0,,2025-04-23T18:25:13.692545
10.0.0.4,10.0.0.9,62677,5432,tcp,db,436,0.19,0,,2025-04-23T17:43:43.939398
10.0.0.1,10.0.0.2,64291,993,tcp,imap,757,0.04,0,,2025-04-23T17:53:32.513652
10.0.0.16,10.0.0.15,62377,995,tcp,pop3,438,0.804,0,,2025-04-23T17:36:05.130175
10.0.0.10,10.0.0.3,59407,23,tcp,telnet,106,0.832,0,,2025-04-23T17:40:33.690832
10.0.0.8,10.0.0.16,57886,123,udp,ntp,1021,0.123,0,,2025-04-23T18:06:30.798667
10.0.0.7,10.0.0.3,57756,25,tcp,smtp,1055,0.272,0,,2025-04-23T17:56:37.361081
10.0.0.12,10.0.0.17,56594,445,tcp,smb,353,0.915,1,,2025-04-23T18:27:22.763831
10.0.0.8,10.0.0.9,54245,8443,tcp,web,1133,0.631,0,,2025-04-23T17:36:15.294755
10.0.0.20,10.0.0.3,53491,8443,tcp,web,1182,0.109,0,,2025-04-23T18:27:52.093084
10.0.0.13,10.0.0.19,52783,993,tcp,imap,832,0.522,0,,2025-04-23T18:06:57.023846
10.0.0.12,10.0.0.8,58290,21,tcp,ftp,1491,0.271,0,,2025-04-23T18:15:25.393857
10.0.0.11,10.0.0.11,62605,3389,tcp,rdp,1239,0.852,0,,2025-04-23T18:25:46.611141
10.0.0.14,10.0.0.12,65078,993,tcp,imap,478,0.87,0,,2025-04-23T18:24:47.290626
10.0.0.12,10.0.0.12,64637,23,tcp,telnet,618,0.022,0,,2025-04-23T17:58:45.723636
10.0.0.17,10.0.0.1,53230,53,udp,dns,698,0.064,0,,2025-04-23T18:29:40.948197
10.0.0.8,10.0.0.9,57001,3306,tcp,db,477,0.282,1,,2025-04-23T18:23:43.109903
10.0.0.18,10.0.0.2,56398,3389,tcp,rdp,712,0.35,1,,2025-04-23T18:01:02.577819
10.0.0.12,10.0.0.5,54782,993,tcp,imap,211,0.801,0,,2025-04-23T18:26:29.135179
10.0.0.18,10.0.0.17,61693,110,tcp,pop3,1009,0.016,0,,2025-04-23T17:37:33.997410
10.0.0.1,10.0.0.15,58571,995,tcp,pop3,387,0.154,1,,2025-04-23T17:35:05.645373
10.0.0.14,10.0.0.11,58492,443,tcp,web,1106,0.488,1,,2025-04-23T17:31:31.550586
10.0.0.16,10.0.0.12,65438,110,tcp,pop3,707,0.847,0,,2025-04-23T17:57:08.410720
10.0.0.2,10.0.0.5,49490,445,tcp,smb,914,0.674,0,,2025-04-23T18:08:04.471030
10.0.0.19,10.0.0.4,61629,53,udp,dns,1421,0.404,0,,2025-04-23T17:50:14.581977
10.0.0.2,10.0.0.18,56559,995,tcp,pop3,953,0.699,0,,2025-04-23T18:29:02.902050
10.0.0.13,10.0.0.3,57676,21,tcp,ftp,1065,0.196,0,,2025-04-23T18:15:33.678637
10.0.0.6,10.0.0.9,51919,23,tcp,telnet,759,0.815,0,,2025-04-23T18:06:00.276252
10.0.0.4,10.0.0.8,60813,21,tcp,ftp,908,0.895,0,,2025-04-23T18:04:35.380970
10.0.0.8,10.0.0.13,63601,3306,tcp,db,1227,0.146,0,,2025-04-23T18:05:38.581747
10.0.0.3,10.0.0.16,59072,123,udp,ntp,836,0.118,1,,2025-04-23T17:58:19.805518
10.0.0.9,10.0.0.8,60698,123,udp,ntp,1416,0.01,1,,2025-04-23T18:08:56.196510
10.0.0.1,10.0.0.4,54770,53,udp,dns,1250,0.108,0,,2025-04-23T18:13:15.184761
10.0.0.18,10.0.0.19,51750,22,tcp,ssh,764,0.739,0,,2025-04-23T18:26:05.941581
10.0.0.14,10.0.0.5,63223,3306,tcp,db,201,0.291,0,,2025-04-23T18:21:07.111500
10.0.0.17,10.0.0.12,59731,25,tcp,smtp,1336,0.799,1,,2025-04-23T18:22:01.322066
10.0.0.1,10.0.0.12,51345,995,tcp,pop3,499,0.216,0,,2025-04-23T17:50:36.960571
10.0.0.18,10.0.0.17,49256,3389,tcp,rdp,1312,0.048,0,,2025-04-23T17:45:40.449225
10.0.0.11,10.0.0.15,61710,3389,tcp,rdp,1171,0.179,1,,2025-04-23T18:29:31.418020
10.0.0.9,10.0.0.18,55212,110,tcp,pop3,258,0.237,0,,2025-04-23T18:03:32.786225
10.0.0.3,10.0.0.8,62125,123,udp,ntp,979,0.039,0,,2025-04-23T17:32:09.336025
10.0.0.13,10.0.0.19,63322,22,tcp,ssh,348,0.934,0,,2025-04-23T18:09:43.325286
10.0.0.8,10.0.0.9,53522,1433,tcp,db,602,0.922,0,,2025-04-23T18:02:08.090625
10.0.0.20,10.0.0.7,55256,21,tcp,ftp,1495,0.855,0,,2025-04-23T18:07:33.023475
10.0.0.5,10.0.0.6,61574,995,tcp,pop3,905,0.796,0,,2025-04-23T18:00:40.754470
10.0.0.4,10.0.0.19,57882,123,udp,ntp,1090,0.638,0,,2025-04-23T18:01:10.057768
10.0.0.7,10.0.0.9,61088,23,tcp,telnet,1383,0.492,0,,2025-04-23T17:40:44.200750
10.0.0.4,10.0.0.19,54858,993,tcp,imap,585,0.437,0,,2025-04-23T17:58:19.645153
10.0.0.16,10.0.0.15,49870,443,tcp,web,762,0.371,0,,2025-04-23T18:00:54.798924
10.0.0.19,10.0.0.18,51572,123,udp,ntp,1438,0.88,0,,2025-04-23T17:33:43.939198
10.0.0.17,10.0.0.14,57247,445,tcp,smb,544,0.936,0,,2025-04-23T18:08:23.714554
10.0.0.20,10.0.0.14,52299,53,udp,dns,312,0.138,0,,2025-04-23T17:57:13.834286
10.0.0.8,10.0.0.16,51583,445,tcp,smb,891,0.547,1,,2025-04-23T17:51:30.990307
10.0.0.12,10.0.0.7,61755,995,tcp,pop3,1467,0.804,0,,2025-04-23T18:20:36.799752
10.0.0.7,10.0.0.16,54942,123,udp,ntp,670,0.798,1,,2025-04-23T17:52:10.460652
10.0.0.11,10.0.0.17,49432,22,tcp,ssh,648,0.145,0,,2025-04-23T17:54:21.304220
10.0.0.13,10.0.0.5,57359,123,udp,ntp,1142,0.546,0,,2025-04-23T18:13:58.235745
10.0.0.8,10.0.0.16,62825,1433,tcp,db,331,0.303,0,,2025-04-23T17:37:33.494943
10.0.0.16,10.0.0.6,50706,3389,tcp,rdp,743,0.591,1,,2025-04-23T18:11:20.597681
10.0.0.11,10.0.0.13,59966,8443,tcp,web,726,0.875,0,,2025-04-23T18:12:51.842083
10.0.0.18,10.0.0.1,58358,20,tcp,ftp,339,0.188,0,,2025-04-23T17:59:08.106774
10.0.0.17,10.0.0.5,60917,993,tcp,imap,1394,0.977,0,,2025-04-23T17:47:52.289566
10.0.0.15,10.0.0.7,49831,3389,tcp,rdp,1169,0.606,0,,2025-04-23T17:56:06.448803
10.0.0.17,10.0.0.1,51029,25,tcp,smtp,150,0.622,0,,2025-04-23T17:37:48.037828
10.0.0.20,10.0.0.8,62372,443,tcp,web,596,0.116,1,,2025-04-23T18:04:58.925503
10.0.0.18,10.0.0.5,54434,22,tcp,ssh,540,0.192,1,,2025-04-23T17:46:12.805323
10.0.0.4,10.0.0.18,52904,8443,tcp,web,544,0.008,0,,2025-04-23T17:44:45.216722
10.0.0.1,10.0.0.16,59477,53,udp,dns,1395,0.228,0,,2025-04-23T18:29:01.811279
10.0.0.7,10.0.0.6,54637,445,tcp,smb,635,0.818,0,,2025-04-23T17:39:25.421505
10.0.0.1,10.0.0.18,64108,80,tcp,web,614,0.924,0,,2025-04-23T18:21:34.506832
10.0.0.7,10.0.0.6,63911,25,tcp,smtp,144,0.846,0,,2025-04-23T18:08:58.934446
10.0.0.17,10.0.0.10,61330,5432,tcp,db,174,0.466,0,,2025-04-23T17:41:45.558724
10.0.0.11,10.0.0.9,54625,443,tcp,web,1206,0.894,0,,2025-04-23T17:39:52.326551
10.0.0.19,10.0.0.12,52658,8443,tcp,web,1481,0.205,0,,2025-04-23T17:40:23.912084
10.0.0.7,10.0.0.13,50209,3306,tcp,db,1131,0.518,1,,2025-04-23T18:01:58.779056
10.0.0.8,10.0.0.7,56336,143,tcp,imap,581,0.171,0,,2025-04-23T17:57:53.757359
10.0.0.4,10.0.0.7,53276,143,tcp,imap,248,0.157,0,,2025-04-23T17:48:19.917327
10.0.0.2,10.0.0.6,53986,123,udp,ntp,1475,0.964,0,,2025-04-23T17:54:18.459301
10.0.0.20,10.0.0.18,65004,3389,tcp,rdp,345,0.79,1,,2025-04-23T17:48:20.850523
10.0.0.18,10.0.0.1,61270,53,udp,dns,1430,0.542,0,,2025-04-23T17:56:30.286902
10.0.0.13,10.0.0.10,56475,23,tcp,telnet,1164,0.028,0,,2025-04-23T17:58:04.280053
10.0.0.2,10.0.0.17,63228,22,tcp,ssh,1057,0.823,0,,2025-04-23T17:44:31.270678
10.0.0.4,10.0.0.7,63585,123,udp,ntp,1097,0.168,0,,2025-04-23T18:16:00.053133
10.0.0.1,10.0.0.4,61130,123,udp,ntp,780,0.6,0,,2025-04-23T18:22:43.954929
10.0.0.7,10.0.0.11,53174,143,tcp,imap,976,0.954,0,,2025-04-23T18:24:30.060770
10.0.0.1,10.0.0.9,55685,80,tcp,web,287,0.067,0,,2025-04-23T17:38:37.767811
